==============================================================================
FE7E : BIT FF01   :    80736 cycles (  0.427844%)    20184 ins (4.00 cpi) ***
FE81 : BVC FE7E   :    59774 cycles (  0.316760%)    20184 ins (2.96 cpi) **
FE83 : LDA FF00   :     3112 cycles (  0.016491%)      778 ins (4.00 cpi)
FE86 : RTS        :     4668 cycles (  0.024737%)      778 ins (6.00 cpi)
FE87 : PHA        :       18 cycles (  0.000095%)        6 ins (3.00 cpi)
FE88 : PHX        :       18 cycles (  0.000095%)        6 ins (3.00 cpi)
FE89 : PHY        :       18 cycles (  0.000095%)        6 ins (3.00 cpi)
FE8A : TSX        :       12 cycles (  0.000064%)        6 ins (2.00 cpi)
FE8B : CLC        :       12 cycles (  0.000064%)        6 ins (2.00 cpi)
FE8C : LDA 0104,X :       24 cycles (  0.000127%)        6 ins (4.00 cpi)
FE8F : ADC #01    :       12 cycles (  0.000064%)        6 ins (2.00 cpi)
FE91 : STA 80     :       18 cycles (  0.000095%)        6 ins (3.00 cpi)
FE93 : LDA 0105,X :       24 cycles (  0.000127%)        6 ins (4.00 cpi)
FE96 : ADC #00    :       12 cycles (  0.000064%)        6 ins (2.00 cpi)
FE98 : STA 81     :       18 cycles (  0.000095%)        6 ins (3.00 cpi)
FE9A : JSR FEAF   :       36 cycles (  0.000191%)        6 ins (6.00 cpi)
FE9D : LDA 80     :       18 cycles (  0.000095%)        6 ins (3.00 cpi)
FE9F : STA 0104,X :       30 cycles (  0.000159%)        6 ins (5.00 cpi)
FEA2 : LDA 81     :       18 cycles (  0.000095%)        6 ins (3.00 cpi)
FEA4 : STA 0105,X :       30 cycles (  0.000159%)        6 ins (5.00 cpi)
FEA7 : PLY        :       24 cycles (  0.000127%)        6 ins (4.00 cpi)
FEA8 : PLX        :       24 cycles (  0.000127%)        6 ins (4.00 cpi)
FEA9 : PLA        :       24 cycles (  0.000127%)        6 ins (4.00 cpi)
FEAA : RTS        :       36 cycles (  0.000191%)        6 ins (6.00 cpi)
FEAF : LDY #00    :       94 cycles (  0.000498%)       47 ins (2.00 cpi)
FEB1 : LDA (80),Y :      235 cycles (  0.001245%)       47 ins (5.00 cpi)
FEB3 : BEQ FEC0   :      100 cycles (  0.000530%)       47 ins (2.13 cpi)
FEB5 : JSR FE72   :      246 cycles (  0.001304%)       41 ins (6.00 cpi)
FEB8 : INC 80     :      205 cycles (  0.001086%)       41 ins (5.00 cpi)
FEBA : BNE FEAF   :      123 cycles (  0.000652%)       41 ins (3.00 cpi)
FEC0 : RTS        :       36 cycles (  0.000191%)        6 ins (6.00 cpi)
**** :        9 cycles (  0.000048%)        1 ins (9.00 cpi)
: 18870410 cycles (100.000000%)  5744065 ins (3.29 cpi)
